date,ticker,confidence,source_article_count,article_titles
2025-09-05,DLTR,low,1,Dollar Tree Earnings Beat Overshadowed by Flat Outlook — Opportunity in Disguise?
2025-09-05,NVDA,low,1,Can Nvidia's Results Continue to Bolster the Market?
2025-09-08,LLY,low,1,Eli Lilly's Jaypirca Surpasses Chemoimmunotherapy For Untreated Blood Cancer Patients
2025-09-08,LULU,low,1,"Lululemon's Stock Continues to Be a Lemon. Can the Stock Rebound, or Should Investors Stay Away?"
2025-09-08,PFE,low,1,"Pfizer, BioNTech Roll Out COVID-19 Update That Boosts Antibodies 4-Fold In High-Risk Adults"
2025-09-08,REGN,low,1,What's Happening With Regeneron Pharmaceuticals Stock On Monday?
2025-09-09,AAPL,low,1,Why Apple Is My Top Stock to Buy Right Now
2025-09-09,CASY,low,1,Casey’s General Stores Shows How Small Dividends Plus Buybacks Build Big Value
2025-09-09,LULU,low,1,Lululemon Stock: Too Cheap to Ignore?
2025-09-09,ORCL,low,1,Oracle Stock Soars Despite Missing Q1 Estimates: Here's Why
2025-09-09,ULTA,low,1,"Ulta Beauty Stock: Strong Growth, Short-Term Volatility Ahead"
2025-09-10,APP,low,1,Why AppLovin Continued to Rally in August
2025-09-10,AVGO,low,1,Broadcom Stock Rally Anchored by New $10B AI Customer Commitment
2025-09-10,NVDA,low,1,Why Nvidia Stock Jumped Today
2025-09-10,ORCL,high,5,Why AMD Stock Is Surging Today|Action Plan for Prudent Investors After Eye Popping Oracle AI Numbers and PPI Shocker|Why Constellation Energy Stock Popped Today|Oracle Stock Rockets On $455 Billion Revenue Pipeline: Here's What Wall Street Is Buzzing About|This Scorching Hot Artificial Intelligence (AI) Stock Just Exploded Higher and Could Be Headed to the $1 Trillion Club Much Earlier Than Expected
2025-09-11,ADBE,medium,2,Adobe Reports Record Q3 Revenue|Adobe Stock Climbs On Record Q3 Revenue And More
2025-09-11,KR,medium,2,"Kroger Posts 12% EPS Gain in Fiscal Q2|Stock Market Today: Dow, Nasdaq Futures Advance As August CPI Rises In Line With Consensus View— Kroger, RH, Adobe Earnings In Focus (UPDATED)"
2025-09-11,ORLY,low,1,1 Thing I Can't Stop Thinking About Following O'Reilly Automotive's Recent Earnings Report
2025-09-11,WMT,low,1,Walmart Is Starting to Feel the Effects of Tariffs. Is Its Stock in Trouble?
2025-09-12,ADBE,low,1,"Stock Market Today: S&P 500 Futures Slip, Nasdaq Rises Amid Mixed Trade— Adobe, Warner Bros, Super Micro In Focus (UPDATED)"
2025-09-12,MSFT,low,1,These Were the 3 Worst-Performing Stocks in the Dow Jones Industrial Average in August 2025
2025-09-12,STZ,low,1,Constellation Lowers Outlook: Time to Panic on Buffett’s Big Bet?
2025-09-14,DAL,low,1,Is Delta Air Lines Stock a Buy After a Strong Earnings Report?
2025-09-14,ORCL,low,1,Could Oracle Stock Give Back Its Gains?
2025-09-15,ADBE,low,1,Adobe Stock Positioned for 25% Rebound as Buybacks Drive Leverage
2025-09-15,SNPS,medium,1,"Synopsys, Inc. (SNPS) Shares Suffer Worst Day Ever Amid Q325 Results Revealing Problems With Major Foundry Customer -- Hagens Berman"
2025-09-15,VZ,low,1,"With a Dividend Yield of More Than 6%, Is Verizon Stock a Buy?"
2025-09-17,LLY,low,1,Could This Eli Lilly Oral Pill Be Key To Significant Weight Loss?
2025-09-18,GILD,low,1,Fangzhou Named ‘Outstanding Growth Story in Hong Kong Stocks’ at China Capital Market Development Forum 2025
2025-09-18,GIS,medium,1,General Mills Stock Rises After Q1 Earnings Top Wall Street Estimates
2025-09-19,FDX,low,2,FedEx Delivers Good News: The Bottom Is in for This Stock|FedEx Earnings Beat Highlights Domestic Strength Amid Global Trade Headwinds
2025-09-19,JNJ,low,1,Johnson & Johnson's Tecvayli-Darzalex Combo Shows 100% Response In Newly Diagnosed Myeloma Patients
2025-09-19,UPS,low,1,Why Is UPS Stock Trending Overnight?
2025-09-22,SNPS,medium,1,"Synopsys, Inc. (SNPS) Shares Suffer Worst Day Ever Amid Q325 Results Revealing Problems With Major Foundry Customer – Hagens Berman"
2025-09-23,AZO,medium,2,"AutoZone to Release Fourth Quarter Fiscal 2025 Earnings September 23, 2025|AutoZone: $4,000 Stock Price Tests Investor Appetite for High Entry Shares"
2025-09-23,BMY,low,1,Bristol Myers Squibb Franchise Gains Momentum With Phase 3 Results In Multiple Myeloma Patients
2025-09-23,ORCL,low,1,ELD Asset Management: Oracle’s AI Surge Boosts Stock
2025-09-23,SNPS,low,1,"SNPS Investor News: If You Have Suffered Losses in Synopsys, Inc. (NASDAQ: SNPS), You Are Encouraged to Contact The Rosen Law Firm About Your Rights"
2025-09-24,AFL,low,1,Communiqué de presse - Résultats semestriels 2025 de l’AFL : des résultats en forte croissance au service du développement
2025-09-24,MU,low,1,Micron Emerges as Rare Undervalued AI Stock With Earnings Momentum
2025-09-25,ACN,high,3,"Accenture Q4 Earnings Beat Highlights AI and Digital Transformation Tailwinds|S&P 500 Falls 1%; Accenture Posts Upbeat Earnings|Earnings Scheduled For September 25, 2025"
2025-09-25,SNPS,medium,1,"Synopsys, Inc. (SNPS) Shares Suffer Worst Day Ever Amid Q325 Results Revealing Problems With Major Foundry Customer -- Hagens Berman"
2025-09-26,ACN,low,1,Accenture: Undervalued GenAI Leader or Snake Eating its Own Tail?
2025-09-26,COST,low,1,"Costco Wholesale, Concentrix And 3 Stocks To Watch Heading Into Friday"
2025-09-29,AMZN,medium,1,S&P 500 Earnings: Tech EPS Expectations Point to Strong Q3 Results
2025-09-29,CCL,high,3,"Crude Oil Falls Sharply; Carnival Posts Upbeat Earnings|Stock Market Today: Nasdaq, Dow, S&P 500 Futures Rise As Government Shutdown Looms— Kellanova, Carnival Corp, Jefferies In Focus (UPDATED)|Why Carnival Cruise Lines Rallied, Then Plunged Today"
2025-09-29,COST,low,1,"After Posting Another Solid Earnings Beat, Is Costco's Stock Due for a Rally?"
2025-09-29,DDOG,low,1,Why Investors Were Barking for Datadog Stock Today
2025-09-29,JNJ,medium,2,"NANOBIOTIX annonce de nouveaux résultats de Phase 1 qui continuent de confirmer le potentiel de JNJ-1900 (NBTXR3), avec un anti-PD-1, en tant que potentielle nouvelle option thérapeutique de première ou deuxième ligne ou plus dans le CETEC R/M naïf ou résistant aux anti-PD-1|NANOBIOTIX Announces Updated Phase 1 Results Continuing to Support JNJ-1900 (NBTXR3) Plus Anti-PD-1 as a Potential New 1L or 2L+ Option in Anti-PD-1 Naïve or Resistant R/M-HNSCC"
2025-09-29,KDP,medium,1,"NEXE Innovations Reports Q4 and Fiscal 2025 Results; Expands Partnerships, Delivers Repeat Orders, and Maintains Strong Financial Position"
2025-09-29,TTD,low,1,"I Think Everyone's Wrong About The Trade Desk Stock, and Here's Why"
2025-09-30,COST,low,1,Why Costco Stock Dropped After Earnings
2025-09-30,PAYX,low,1,Why Paychex Stock Fell on Tuesday
2025-09-30,UNH,low,1,1 Reason This Healthcare Stock's Turnaround Is on the Horizon
2025-10-01,CAG,low,1,Why Conagra Brands Stock Crushed It Today
2025-10-01,COST,low,2,My Honest Take on Costco's Latest Earnings Report|3 Surprising Details From Costco's Earnings Release
2025-10-01,MU,low,1,What Is One of the Best AI Stocks to Own for the Next 5 Years?
2025-10-01,NKE,low,1,Why Nike Stock Was a Major Winner on Wednesday
2025-10-01,ULTA,low,1,"Up About 25% This Year, Can Ulta Stock Keep Climbing?"
2025-10-02,AMAT,low,1,Applied Materials Stock Is Sliding After Hours: Here's Why
2025-10-02,CCL,low,1,3 Reasons to Buy the Dip on Carnival Stock
2025-10-02,FTNT,low,1,1 Growth Stock Down 26% to Buy Right Now
2025-10-02,MU,low,1,"After Smashing Earnings Expectations, Is Micron Technology the Hottest Artificial Intelligence (AI) Stock to Buy Right Now?"
2025-10-02,NKE,low,1,"After Returning to Top-Line Growth, Is It Time to Buy Nike Stock?"
2025-10-03,NKE,low,1,"Nike’s Turnaround: If the Shoe Fits, Buy It!"
2025-10-03,STZ,low,1,Where Will Constellation Brands Stock Be in 5 Years?
2025-10-03,T,low,1,St. Louis Financial Sells $3.3 Million in AT&T Stock With Next Earnings on Deck
2025-10-03,TSLA,low,1,Tesla Rally Tests ‘Sell-the-News’ Risk After Record Q3 Deliveries
2025-10-06,AAPL,medium,1,Q3 Earnings Season Preview: Little Suspense
2025-10-06,CCL,low,1,Where Will Carnival Stock Be in 5 Years?
2025-10-06,NKE,low,2,"Nike's Turnaround Story Shows Momentum, But Can They Counter China?|Should You Buy Nike Stock After Sales Increase?"
2025-10-07,DELL,low,1,"Dell Lifts Forecasts, Commits To 10% Annual Dividend Hike & More"
2025-10-07,MKC,low,1,McCormick: Tariffs Trim Gross Margins Even as Revenue and EPS Beat Expectations
2025-10-08,DELL,low,1,Dell Technologies Stock Is On The Rise Today: What's Driving The Momentum?
2025-10-08,NVDA,medium,1,These Are the 3 Hottest Sectors for Q3 Earnings Growth
2025-10-08,TSLA,low,1,Does Tesla's Surprise Delivery Surge Mean Its Sales Slump Is Over?
2025-10-09,AMD,medium,1,"Stock Market Today: S&P 500, Nasdaq Futures Slip As Fed Minutes Signal Tariff-Related Uncertainty—PepsiCo, Delta, Levi Strauss In Focus (UPDATED)"
2025-10-09,DAL,medium,2,Delta Air Lines Q3 Strength Highlights Value Potential at Just 8× Earnings|Delta Air Lines Q3 Earnings Show Premium Strategy Paying Off for 2025 Growth
2025-10-09,PEP,low,1,PepsiCo Tops Estimates on Global Strength but Faces Margin Pressure at Home
2025-10-09,PLTR,low,1,Palantir Stock Investors Just Got Great News From Wall Street
2025-10-10,CCL,low,1,CCL Stock: Abandon Ship or Full Steam Ahead?
2025-10-10,KO,low,1,Coca-Cola Stock Dips—Is CELH the Growth Your Portfolio Needs?
2025-10-13,F,low,1,Should You Buy and Hold Ford Stock to Beat the Market? History Says That's Not a Brilliant Move.
2025-10-13,FAST,low,1,Fastenal Profit Underwhelms Despite Higher Customer Spending
2025-10-13,GS,medium,1,"Goldman Sachs, Morgan Stanley Q3: Investment Banking Revenues to Drive Results?"
2025-10-13,REGN,low,1,Regeneron's Gene Therapy Shows Significant Gains In Genetic Hearing Loss
2025-10-14,BLK,low,1,Strong Fee Growth And Citi Mandate Boost BlackRock's Outlook
2025-10-14,DAL,low,1,Delta Air Lines Stock Looks Ready to Fly to New Highs
2025-10-14,FAST,low,1,Fastenal Stock Pulls Back in October—Is It Time to Buy?
2025-10-14,GS,high,3,"Goldman Sachs Q3 Performance Prompts Modest Profit Forecast Hike: Analyst|Goldman Sachs Profit Soars As Investment Banking Fees Surge|Stock Market Today: Dow Jones, Nasdaq Futures Tumble Ahead Of Big Bank Earnings—Goldman Sachs, JPMorgan, Citigroup In Focus (UPDATED)"
2025-10-14,JNJ,low,1,"Johnson & Johnson To Separate Orthopedics Business, Boosts Annual Sales Outlook"
2025-10-14,PEP,low,1,Prediction: This High-Yield Dividend King Will Outperform the S&P 500 Through 2030
2025-10-14,PLTR,medium,1,Palantir Q2 Revenue Tops $1B as AI Platform Adoption Accelerates Across Sectors
2025-10-14,WFC,low,2,"Wells Fargo Earnings Show Momentum in Wealth and Investment Management|Wells Fargo Q3 Credit Performance Improves, CEO Calls US Economy Resilient"
2025-10-15,ABBV,medium,1,OSE Immunotherapeutics Reports First Half 2025 Financial Results
2025-10-15,BAC,medium,1,"Stock Market Today: S&P 500, Nasdaq Futures Rise— Bank Of America, Morgan Stanley, Abbott Earnings In Focus (UPDATED)"
2025-10-15,DPZ,low,2,Is This Warren Buffett Stock a Buy After Earnings?|Domino’s Delivers a Q3 Beat—And Recipe for a Rebound
2025-10-15,LLY,low,1,Eli Lilly's Oral Weight Loss Drug Shows Superiority Over Two Approved Drugs
2025-10-16,ABT,low,1,"Analyst See Noise In Q3 P&L, Affirms Abbott's Medtech Strength"
2025-10-16,BDX,low,1,"BD CFO Set To Exit Company This December, Stock Falls"
2025-10-16,CRM,low,2,"Salesforce Reinvents Enterprise Software Model With AI and $7B Buyback Plan|Stock Market Today: S&P 500, Nasdaq, Dow Jones Futures Rise—Salesforce, Hewlett-Packard Enterprise, Charles Schwab In Focus (UPDATED)"
2025-10-16,CSX,medium,1,CSX Corp. Announces Date for Third Quarter Earnings Release and Earnings Call
2025-10-16,INTC,low,1,TSMC Sees Continued AI Strength
2025-10-16,JNJ,medium,1,Johnson & Johnson Reports Strong Phase 3 Results For Multiple Myeloma Therapy
2025-10-16,NKE,low,1,Nike Stock Builds Momentum on Margin Expansion and Strategic Reset
2025-10-16,SCHW,low,1,"Charles Schwab Clocks 27% Revenue Growth, Record Client Assets"
2025-10-16,WFC,low,1,Why Wells Fargo Stock Was Winning This Week
2025-10-17,AMD,low,1,Great News for AMD Investors: Analysts See $300 Price Target
2025-10-17,AXP,medium,1,American Express Q3 Strength Defies Weak Consumer Mood With Record Revenue
2025-10-17,C,low,1,Analyst Believes In Citigroup's Turnaround Story After Q3 Beat
2025-10-17,CSX,low,1,"Stock Market Today: S&P 500, Nasdaq, Dow Jones Futures Dragged By Financial Stocks—American Express, CSX Corp, Standard Lithium In Focus (UPDATED)"
2025-10-17,STT,low,2,State Street Stock Gains as Strong Fee Income Offsets Lower Interest Margins|State Street Profit Rises As CEO Touts Record Management Fees
2025-10-17,WFC,low,1,Wells Fargo Earnings Beat Highlights New Growth Path After Fed Asset Cap Removal
2025-10-20,MU,low,1,"Stock Market Today: S&P 500, Nasdaq, Dow Jones Futures Rise— Micron, Bitmine, Coinbase In Focus"
2025-10-20,WFC,low,1,Wells Fargo Soared After Earnings -- Is It a Buy?
2025-10-21,AAPL,low,1,Apple at Record Highs Signals Tech Reawakening in Liquidity-Driven Market
2025-10-21,DHR,low,2,Here's Why Shares in Danaher Got Boosted Higher Today|Danaher: Broad-Based Q3 Gains Strengthen Full-Year Outlook
2025-10-21,ELV,medium,1,Elevance Health: Solid Q3 Results Support Confident Full-Year Guidance
2025-10-21,GE,low,1,GE Aerospace Strong Q3 Underscores Demand in Commercial and Defense Units
2025-10-21,GM,low,2,"GM Earnings Beat Expectations, but Rally Faces Valuation and EV Risks|General Motors Sees Brighter Road Ahead As CEO Eyes EV Profitability And Tariff Relief"
2025-10-21,KO,low,1,Why Coca-Cola Stock Popped Today
2025-10-21,MMM,low,1,Post-It Maker 3M Lifts Outlook As CEO Highlights Accelerating Growth
2025-10-21,NFLX,low,1,"Stock Market Today: S&P 500, Dow Jones, Nasdaq Futures Inch Lower— Netflix, Coca-Cola And RTX Corp In Focus"
2025-10-21,PHM,low,1,"Homebuilder Pulte CEO Cites Weak Demand, Margin Pressure In Q3"
2025-10-21,PM,low,1,Why Phillip Morris International Stock Fell Today
2025-10-21,SNA,low,1,Snap-on Incorporated: Snap It Up Quick as New Highs Will Come Soon
2025-10-22,BSX,low,1,"Boston Scientific Jumps On Strong Guidance, Heart Devices Fuel Topline Growth"
2025-10-22,CAT,low,1,Inside Dow Jones: Key Earnings Ahead for Some of the Index YTD Winners
2025-10-22,IBM,low,1,IBM RELEASES THIRD-QUARTER RESULTS
2025-10-22,ISRG,medium,2,"Intuitive Surgical Q3 Results Ease Bear Market Concerns, Analyst Views 'Headwinds As Largely Noise'|Why Intuitive Surgical Stock Is Skyrocketing Today"
2025-10-22,LVS,medium,1,Las Vegas Sands Reports Third Quarter 2025 Results
2025-10-22,MMM,low,2,"3M's Modest Results Win Analyst Praise, But PFAS Litigation Risk Looms|3M Stock Builds Momentum as Business Recovery Drives Renewed Growth Outlook"
2025-10-22,NEM,medium,1,Newmont Faces Pressure Ahead of Q3 Earnings After Gold’s 12-Year Plunge
2025-10-22,NFLX,high,3,"Netflix Slides as One-Off Brazil Charge Clouds Otherwise Strong Growth|Why Netflix Stock Was Slumping Today|Netflix Stock Drops on Q3 Miss, but Pullback Could Offer Buying Opportunity"
2025-10-22,TDY,low,1,"Teledyne Technologies' Aerospace And Defense Segment Soars 38%, Boosts Full-Year Outlook"
2025-10-22,TMO,low,1,"Thermo Fisher's Upbeat Earnings Suggest Worst Is Over For Scientific Tools Sector, Analyst Says"
2025-10-22,UAL,low,1,United Airlines Builds Momentum With Strong Q3 Margins and Cash Flow Growth
2025-10-22,VRT,low,1,Vertiv Boosts Outlook As CEO Targets Growth From EMEA Market Revival
2025-10-23,AVY,low,1,Why Avery Dennison Stock Was Rocking It This Week
2025-10-23,BSX,low,1,Boston Scientific Delivers Robust Q3 Despite Tariff Headwinds: Analyst
2025-10-23,BX,medium,1,Wall Street's Cold Shoulder: Q3 Earnings Winners Underperform S&P 500
2025-10-23,CRM,low,1,Is Salesforce Stock a Buy After Investment Company Hamilton Point Initiated a Position Worth $7.9 Million?
2025-10-23,DOW,low,1,"Dow Eyes $1 Billion In Cost Savings By 2026, CEO Says Near Term Backdrop Unchanged"
2025-10-23,FCX,medium,1,"Freeport-McMoRan Q3 FY25: Strong Earnings, Copper Production Supports Growth"
2025-10-23,HON,low,1,Honeywell Bets On Growth With New Segment Strategy And Spin-Off Plans
2025-10-23,KO,low,2,Is Coca-Cola Stock Still a Buy After Soaring Higher?|This Top Warren Buffett Dividend Stock Shows Why It's a Great Long-Term Investment
2025-10-23,LUV,low,1,"Southwest Airlines Surprises With Profit, Expects Momentum To Continue Into Q4"
2025-10-23,LVS,low,1,Why Las Vegas Sands Investors Hit the Jackpot Today
2025-10-23,MCO,low,1,"Moody's To Benefit From M&A Activity Recovery, Margins Expansion, Analysts Say"
2025-10-23,POOL,medium,1,Pool Corporation Reports Third Quarter Results
2025-10-23,TSLA,low,1,Why Is Tesla Stock Dropping Today?
2025-10-23,VLO,low,1,Valero Profit Surges Thanks To Strong Refining Performance
2025-10-23,WST,low,2,"West Pharma Soars After Q3 Beat, Lifts Outlook On GLP-1 Demand|Why West Pharmaceutical Services Stock Was Blasting Higher on Thursday"
2025-10-24,DECK,low,1,Why Deckers Outdoor Stock Crashed Today
2025-10-24,F,low,1,Ford Stock Breaks Resistance as Markets Reward Profitable Growth Strategy
2025-10-24,FCX,low,1,Freeport-McMoRan Shows Financial Resilience Despite Indonesia Shutdown
2025-10-24,HAL,low,1,Why Halliburton Stock Is Charging Higher This Week
2025-10-24,HCA,low,1,America's Leading  Hospital Operator HCA Healthcare Outperforms Citing Solid Patient Volumes
2025-10-24,IBM,low,1,Is IBM Stock a Buy?
2025-10-24,INTC,low,1,"Stock Market Today: S&P 500, Nasdaq, Dow Futures Rise As September CPI Comes In Cooler Than Expected —Intel, Ford, Procter & Gamble In Focus (UPDATED)"
2025-10-24,ITW,low,1,Illinois Tool Works Tightens Profit Outlook As US Tariffs Stir Supply Concerns
2025-10-24,MCO,low,1,"Bank of Åland Plc: Financial information and Annual General Meeting, 2026"
2025-10-24,MMM,low,1,Here's Why 3M Stock Soared Again This Week
2025-10-24,NFLX,medium,1,"Netflix Stock Drops 10% on Q3 Earnings Miss, Buy-the-Dip?"
2025-10-24,ORLY,low,1,O’Reilly Automotive Guidance Confirms Ongoing Uptrend Into 2026 and Beyond
2025-10-24,PEP,low,1,CARBIOS annonce la mise à disposition de son Rapport semestriel 2025
2025-10-24,USB,medium,1,3 Regional Bank Stocks That Crushed Q3 Earnings
2025-10-27,AXP,low,1,Prediction: This Dividend-Paying Dow Jones Growth Stock Will Beat the S&P 500 For the 6th Consecutive Year in 2026
2025-10-27,BRO,medium,1,"Brown & Brown, Inc. announces third quarter 2025 results, including total revenues of $1.6 billion, an increase of 35.4%; Organic Revenue growth of 3.5%; diluted net income per share of $0.68; and Diluted Net Income Per Share - Adjusted of $1.05"
2025-10-27,GE,low,1,"This Company Has Been Around Since 1892, and Its Stock is Up 80% This Year"
2025-10-27,INTC,low,1,Is Intel Back?
2025-10-27,ISRG,low,1,Masso Torrence Wealth Management Liquidates $2.7 Million Intuitive Surgical (NASDAQ: ISRG) Stake: Is the Stock a Sell?
2025-10-27,KDP,low,2,Why Keurig Dr Pepper Stock Jumped Today|Keurig Dr Pepper CEO Reveals What's Next After Raising Sales Outlook
2025-10-27,NFLX,low,2,KPop Netflix Hunters: Can It Bounce Back This Week?|Should Investors Buy the Netflix Dip?
2025-10-27,TSLA,medium,2,"With Near-Term Uncertainty Ahead, Should Investors Avoid Tesla Stock or Bet on Its Future?|Q3 EPS Growth Accelerates Despite Misses, but the Real Test Is This Week"
2025-10-28,AMT,low,1,Why American Tower Stock Is Sinking Today
2025-10-28,ECL,low,1,Ecolab Adjusts 2025 Outlook But Sticks To Bold 2026 Profit Ambitions
2025-10-28,MRK,low,1,Merck's New Cancer Therapy Combo Shows Significant Edge Over Rivals In Renal Cancer
2025-10-28,REGN,medium,1,Regeneron's Q3 Earnings Outperform Expectations With Dupixent Strength Balancing Eylea Weakness
2025-10-28,SHW,low,1,Sherwin-Williams Shines In Q3 Thanks To Strong Paint And Coatings Sales Despite Soft Demand
2025-10-28,UPS,low,1,"Stock Market Today: Dow Jones Futures Slip, Nasdaq Rises Amid Mixed Trade—United Parcel Service, UnitedHealth, 3D Systems In Focus"
2025-10-28,ZBRA,low,1,Why Zebra Technologies Stock Stumbled Today
2025-10-29,AAPL,low,1,"The Stock Market Faces Make-or-Break Tests: The Fed's Interest-Rate Decision and Earnings From Alphabet, Amazon, Apple, Meta, and Microsoft"
2025-10-29,AEP,low,1,American Electric Power Lifts Outlook As It Rolls Out Ambitious $72 Billion Investment Blueprint
2025-10-29,CAT,low,2,Why Caterpillar Stock Jumped to Record High Today|Why Is Caterpillar Stock Popping This Week?
2025-10-29,CNC,medium,1,"Centene Rebounds With Strong Q3 Results, Optimistic 2025 Forecast"
2025-10-29,CVS,low,1,"CVS Health Delivers Confident Outlook After Q3 Performance, Stock Hits 52-Week High"
2025-10-29,F,medium,1,"Ford Q3 Results Redefine Valuation Focus, Market Rewards Quality Over Outlook"
2025-10-29,FTV,low,1,Why Is Fortive Stock Trading Higher Today?
2025-10-29,GOOG,high,5,"Alphabet Stock Investors: Circle This Date in Your Calendar|Fed Cuts, Big Tech Reports|Stock Market Today: Dow Pare Gains, S&P 500 And Nasdaq Advance Ahead Of FOMC Decision—Alphabet, Microsoft, Meta In Focus (UPDATED)|Alphabet Q3 Earnings Preview: Can Chrome Integration Offset Early Atlas Buzz?|Allied Announces Third-Quarter Results"
2025-10-29,GRMN,low,1,Why Did Garmin Stock Tank Today?
2025-10-29,INTC,low,1,"Intel's Breakout Quarter: More Than a Beat, It's a Declaration"
2025-10-29,META,medium,1,META's Next Big Test: Previewing Its Fast-Approaching Q3 Earnings
2025-10-29,MSFT,low,1,Buckle Up: Why Wednesday Could Be the Craziest Trading Day of the Year
2025-10-29,NXPI,low,1,NXP Semiconductors Set to Break Out as AI and Analyst Support Surge
2025-10-29,ODFL,medium,1,ODFL Shares Jump As Q3 Earnings Top Forecasts Despite Freight Slowdown
2025-10-29,PM,low,1,"Can Philip Morris International Kick Its ""Sin Stock"" Discount?"
2025-10-29,PSX,medium,1,"Phillips 66 Q3 Earnings Beat, Record Refining Utilization At 99%"
2025-10-29,TER,low,1,Here's Why AI Demand Sent Teradyne Stock Up 20% Today
2025-10-29,UNH,low,1,UnitedHealth Group’s Recovery in Full Swing: Buy While It's Down
2025-10-29,VRSK,low,1,Why Verisk Analytics Stock Plummeted by Over 10% Today
2025-10-30,AAPL,medium,1,Should You Buy Apple Stock Before Oct. 30?
2025-10-30,ALGN,low,1,Why Align Technology Stock Popped Today
2025-10-30,CDNS,low,1,Cadence Stock Eyes Long-Term Growth With AI and China Rebound
2025-10-30,CHRW,low,1,Why C.H. Robinson Stock Exploded Higher Today
2025-10-30,CMG,low,2,Here's Why Chipotle Stock Just Crashed 21% in Less Than a Week|Chipotle Stock Nosedives 18% in 24 Hours After Earnings Announcement
2025-10-30,DIS,medium,1,NETWORK MEDIA GROUP ANNOUNCES 2025 THIRD QUARTER RESULTS
2025-10-30,EBAY,low,1,Why eBay Stock Sank Today
2025-10-30,GOOG,low,2,"Google's Q3 Sends Stock To New Highs, Analysts Say 'AI Momentum Is Nanobananas'|Stock Market Today: Dow Futures Decline, S&P 500, Nasdaq Swing Following Fed Rate Cuts, Trump-Xi Meet—Amazon, Apple Earnings In Focus (UPDATED)"
2025-10-30,HII,medium,1,HII to Host Third Quarter Earnings Conference Call and Webcast on Oct. 30
2025-10-30,INTC,low,1,"Up 111%, Should You Buy Intel Stock Right Now?"
2025-10-30,LLY,low,2,"Mounjaro And Zepbound Power Eli Lilly's 54% Revenue Jump In Q3, Hikes 2025 Forecast|Eli Lilly Outlook Brightens With FDA Wins and Global Expansion in Manufacturing"
2025-10-30,META,low,1,Meta Platforms Selloff Exposes AI Capex Risk Despite Non-Cash Tax Hit
2025-10-30,MRK,low,1,"Merck Ready For Larger Than $15 Billion Deals, Raises Annual Profit Outlook"
2025-10-30,MSFT,low,1,"Microsoft Stock Sinks on AI Spending — Yup, You Heard That Right"
2025-10-30,RSG,medium,1,"Republic Services, Inc. Reports Third Quarter 2025 Results"
2025-10-30,SO,medium,1,Southern Company Q3 Earnings Beat Forecasts On Strong Segment Performance
2025-10-30,UNH,low,1,"UnitedHealth's $4.3 Billion Profit Fueled By 'Generosity Of Uncle Sam,' Says Healthcare Activist: Government Drives 78% Of Health Plan Revenue"
2025-10-30,WTW,medium,1,"WTW to Announce Third Quarter Earnings on October 30, 2025"
2025-10-31,AAPL,low,2,S&P 500 Faces a Week of Price Gaps Amid Tech Earnings and Fed Cut|Apple Experts Bullish After Q4—'Eventual Winner' In AI
2025-10-31,ABBV,low,2,"AbbVie Raises 2025 Outlook Helped By Strong Immunology Growth, Boost Dividend|Nxera Pharma Operational Highlights and Consolidated Results for the Third Quarter and First Nine Months of 2025"
2025-10-31,AMZN,low,1,"Amazon, Google, Beyond Meat— Investors Couldn't Stop Talking About These And More Stocks This Week"
2025-10-31,DXCM,low,1,"20% Earnings Growth Potential For DexCom, Analyst Cites Buying Opportunity"
2025-10-31,FSLR,low,1,Why Are First Solar Shares Surging On Friday?
2025-10-31,GDDY,low,1,Why GoDaddy Stock Jumped Today
2025-10-31,GILD,low,1,"Gilead's HIV Drugs Power Earnings Beat, Company Eyes Multiple Launches By 2026"
2025-10-31,GOOG,low,1,Alphabet Defies the Trend After Q3 Beat as Other Magnificent 7 Falter
2025-10-31,LLY,low,1,"Eli Lilly Seen In 'Pole Position' For Growth, Analysts Say"
2025-10-31,MA,low,1,"Capital One Roll-Off Will Soften Mastercard's Volume Growth Into 2026, Analyst Warns"
2025-10-31,META,low,1,"Meta's Spending Looks Alarming, Until You See What's Behind It"
2025-10-31,MPWR,low,1,Why Monolithic Power Systems Stock Is Plummeting Today
2025-10-31,MSFT,medium,1,Why Microsoft's Post-Earnings Dip Is a Buy-the-Pause Moment
2025-10-31,SW,low,1,Why Smurfit Westrock Stock Was Sliding This Week
2025-10-31,WDC,low,1,Why Western Digital Stock Popped on Friday
2025-10-31,XOM,medium,2,ExxonMobil Q3 Results Highlight Capital Discipline and Record Shareholder Returns|ExxonMobil's Big Oil Output Helps Cushion The Blow Of Weak Prices
2025-11-02,ERIE,medium,1,Erie Indemnity (ERIE) Q3 2025 Earnings Transcript
2025-11-03,AMZN,low,1,S&P 500: Earnings Momentum Poised to Carry the Bull Run Into 2026
2025-11-03,BA,low,2,"Boeing Stock Drops After Q3 Miss, but Long-Term Recovery Still in Play|Boeing Closes In on Airbus With Best Delivery Quarter Since 2018"
2025-11-03,CVX,low,1,"Chevron's Big Projects Start Paying Off And There's More Ahead, Analyst Says"
2025-11-03,F,low,1,Ford and GM Stocks Jump—Is the Auto Rebound Real?
2025-11-03,IDXX,low,1,Why Idexx Laboratories Stock Surged by Almost 15% Today
2025-11-03,L,low,1,Insurance Arm Steers Loews To Higher Profit With Fewer Catastrophe Losses
2025-11-03,META,low,1,Should You Buy Meta Stock While It's Under $700?
